Feelings	Functions	Attributes	Number
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 87.191183, Y Length = 67.738035, Height = 24.742811, Number of Points = 64.313557, Distribution Seed = 10.060529, Mesh Relaxation = 0.460849, Smooth Level = 1, 	831
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 93.4568, Y Length = 44.865228, Height = 22.635954, Number of Points = 34.294806, Distribution Seed = 79.101682, Mesh Relaxation = 0.819784, Smooth Level = 2, 	832
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 48.860695, Y Length = 97.236014, Height = 12.310026, Number of Points = 99.178641, Distribution Seed = 96.93645, Mesh Relaxation = 0.711006, Smooth Level = 1, 	833
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 12.322092, Y Length = 83.598225, Height = 55.851185, Number of Points = 41.349777, Distribution Seed = 97.45646, Mesh Relaxation = 0.50721, Smooth Level = 2, 	834
Pensiveness, Joy, Ecstasy, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 89.996576, Y Length = 60.025297, Height = 50.780016, Number of Points = 97.787197, Distribution Seed = 61.799744, Mesh Relaxation = 0.542978, Smooth Level = 1, 	835
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 97.603538, Y Length = 13.075046, Height = 76.152648, Number of Points = 80.986655, Distribution Seed = 13.246202, Mesh Relaxation = 0.356417, Smooth Level = 1, 	836
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 80.080431, Y Length = 13.065439, Height = 85.499806, Number of Points = 13.9804, Distribution Seed = 29.200526, Mesh Relaxation = 0.208276, Smooth Level = 1, 	837
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 95.281951, Y Length = 63.569028, Height = 98.737917, Number of Points = 65.405249, Distribution Seed = 84.828643, Mesh Relaxation = 0.356935, Smooth Level = 2, 	838
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 25.025675, Y Length = 80.640867, Height = 91.887805, Number of Points = 41.532401, Distribution Seed = 54.145831, Mesh Relaxation = 0.52121, Smooth Level = 2, 	839
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 83.423344, Y Length = 41.206352, Height = 65.647206, Number of Points = 99.115715, Distribution Seed = 92.151766, Mesh Relaxation = 0.556301, Smooth Level = 1, 	840
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 65.269494, Y Length = 84.750563, Height = 81.931262, Number of Points = 5.164929, Distribution Seed = 9.814904, Mesh Relaxation = 0.454067, Smooth Level = 1, 	841
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 82.201845, Y Length = 62.444662, Height = 29.57328, Number of Points = 95.302568, Distribution Seed = 86.686877, Mesh Relaxation = 0.67886, Smooth Level = 2, 	842
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 78.176401, Y Length = 43.529958, Height = 60.735764, Number of Points = 99.512756, Distribution Seed = 22.992451, Mesh Relaxation = 0.390321, Smooth Level = 1, 	843
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 84.478377, Y Length = 76.759582, Height = 38.177757, Number of Points = 41.34597, Distribution Seed = 88.395781, Mesh Relaxation = 0.658708, Smooth Level = 2, 	844
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 87.287011, Y Length = 12.215021, Height = 13.973388, Number of Points = 57.243564, Distribution Seed = 53.166653, Mesh Relaxation = 0.031142, Smooth Level = 1, 	845
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 82.14022, Y Length = 53.642927, Height = 68.246246, Number of Points = 67.506152, Distribution Seed = 61.149634, Mesh Relaxation = 0.084386, Smooth Level = 1, 	846
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 52.723511, Y Length = 57.913795, Height = 57.190151, Number of Points = 71.611893, Distribution Seed = 6.535873, Mesh Relaxation = 0.06771, Smooth Level = 1, 	847
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 99.981864, Y Length = 30.310586, Height = 42.564173, Number of Points = 37.06357, Distribution Seed = 31.912024, Mesh Relaxation = 0.00069, Smooth Level = 2, 	848
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 30.780829, Y Length = 82.332141, Height = 25.336986, Number of Points = 49.782478, Distribution Seed = 63.393526, Mesh Relaxation = 0.783851, Smooth Level = 1, 	849
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 79.075601, Y Length = 54.597134, Height = 74.633806, Number of Points = 77.022431, Distribution Seed = 57.287259, Mesh Relaxation = 0.819503, Smooth Level = 1, 	850
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 53.927311, Y Length = 87.203365, Height = 61.64437, Number of Points = 72.863365, Distribution Seed = 33.46513, Mesh Relaxation = 0.007904, Smooth Level = 1, 	851
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 87.979748, Y Length = 16.856151, Height = 49.696355, Number of Points = 66.930481, Distribution Seed = 60.9142, Mesh Relaxation = 0.477598, Smooth Level = 1, 	852
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 58.461494, Y Length = 87.82012, Height = 57.860039, Number of Points = 5.880405, Distribution Seed = 28.067283, Mesh Relaxation = 0.458258, Smooth Level = 1, 	853
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 52.173841, Y Length = 24.519255, Height = 23.054549, Number of Points = 71.927969, Distribution Seed = 27.221262, Mesh Relaxation = 0.412214, Smooth Level = 1, 	854
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 22.342883, Y Length = 60.81828, Height = 75.409527, Number of Points = 76.953624, Distribution Seed = 13.291929, Mesh Relaxation = 0.46786, Smooth Level = 1, 	855
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 21.527208, Y Length = 44.263308, Height = 29.457208, Number of Points = 51.940098, Distribution Seed = 50.905334, Mesh Relaxation = 0.041698, Smooth Level = 2, 	856
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 62.561767, Y Length = 34.126049, Height = 55.10142, Number of Points = 10.9169, Distribution Seed = 65.909152, Mesh Relaxation = 0.713313, Smooth Level = 1, 	857
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 28.694658, Y Length = 30.68216, Height = 80.206766, Number of Points = 4.263351, Distribution Seed = 14.658663, Mesh Relaxation = 0.014866, Smooth Level = 1, 	858
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 23.144739, Y Length = 46.112663, Height = 58.083267, Number of Points = 76.536515, Distribution Seed = 9.587365, Mesh Relaxation = 0.878681, Smooth Level = 1, 	859
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 50.400492, Y Length = 16.158358, Height = 87.340104, Number of Points = 56.161983, Distribution Seed = 99.973638, Mesh Relaxation = 0.784548, Smooth Level = 1, 	860
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 43.536756, Y Length = 73.655302, Height = 81.496081, Number of Points = 15.196202, Distribution Seed = 55.979307, Mesh Relaxation = 0.124305, Smooth Level = 1, 	861
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 81.883502, Y Length = 20.271665, Height = 37.988775, Number of Points = 39.962879, Distribution Seed = 86.727198, Mesh Relaxation = 0.9157, Smooth Level = 2, 	862
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 37.779995, Y Length = 88.032776, Height = 91.736122, Number of Points = 86.241748, Distribution Seed = 96.285928, Mesh Relaxation = 0.461866, Smooth Level = 1, 	863
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 58.602078, Y Length = 42.555118, Height = 35.533266, Number of Points = 95.140659, Distribution Seed = 11.885397, Mesh Relaxation = 0.193121, Smooth Level = 1, 	864
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 59.42879, Y Length = 18.746255, Height = 55.480688, Number of Points = 18.685974, Distribution Seed = 33.198623, Mesh Relaxation = 0.14333, Smooth Level = 1, 	865
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 40.836926, Y Length = 26.92361, Height = 57.990055, Number of Points = 32.672102, Distribution Seed = 34.595074, Mesh Relaxation = 0.297672, Smooth Level = 2, 	866
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 56.989519, Y Length = 75.586784, Height = 73.87396, Number of Points = 79.456982, Distribution Seed = 86.844784, Mesh Relaxation = 0.850579, Smooth Level = 2, 	867
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 90.627782, Y Length = 80.543593, Height = 85.189633, Number of Points = 15.545188, Distribution Seed = 2.30993, Mesh Relaxation = 0.046468, Smooth Level = 1, 	868
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 40.087665, Y Length = 81.914878, Height = 79.052791, Number of Points = 30.111549, Distribution Seed = 36.803458, Mesh Relaxation = 0.818228, Smooth Level = 1, 	869
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 83.661781, Y Length = 65.311444, Height = 17.339403, Number of Points = 22.908014, Distribution Seed = 98.619198, Mesh Relaxation = 0.593311, Smooth Level = 1, 	870
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 15.476329, Y Length = 96.323105, Height = 37.519656, Number of Points = 74.449783, Distribution Seed = 98.677723, Mesh Relaxation = 0.943514, Smooth Level = 2, 	871
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 79.514732, Y Length = 79.127023, Height = 87.154685, Number of Points = 59.502053, Distribution Seed = 78.000049, Mesh Relaxation = 0.91714, Smooth Level = 1, 	872
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 89.418032, Y Length = 85.050328, Height = 60.320678, Number of Points = 92.526566, Distribution Seed = 96.394895, Mesh Relaxation = 0.318003, Smooth Level = 2, 	873
